id,title,genres,year,genres_list,tag_soup
7345,Agent Cody Banks 2: Destination London,Action|Adventure|Children|Comedy,2004.0,"['Action', 'Adventure', 'Children', 'Comedy']",action action action adventure adventure adventure children children children comedy comedy comedy
7346,"Girl Next Door, The",Comedy|Romance,2004.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
7347,Secret Window,Mystery|Thriller,2004.0,"['Mystery', 'Thriller']",mystery mystery mystery thriller thriller thriller
7348,Spartan,Thriller,2004.0,['Thriller'],thriller thriller thriller
7349,Broken Wings (Knafayim Shvurot),Drama,2002.0,['Drama'],drama drama drama
7352,Wilbur Wants to Kill Himself,Comedy|Drama|Romance,2002.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
7354,Mad Dog and Glory,Comedy|Drama|Romance,1993.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
7357,Peyton Place,Drama|Romance,1957.0,"['Drama', 'Romance']",drama drama drama romance romance romance
7360,Dawn of the Dead,Action|Drama|Horror|Thriller,2004.0,"['Action', 'Drama', 'Horror', 'Thriller']",action action action drama drama drama horror horror horror thriller thriller thriller
7361,Eternal Sunshine of the Spotless Mind,Drama|Romance|Sci-Fi,2004.0,"['Drama', 'Romance', 'Sci-Fi']",drama drama drama romance romance romance sci-fi sci-fi sci-fi
7362,Taking Lives,Crime|Drama|Thriller,2004.0,"['Crime', 'Drama', 'Thriller']",crime crime crime drama drama drama thriller thriller thriller
7364,Intermission,Comedy|Crime|Drama,2003.0,"['Comedy', 'Crime', 'Drama']",comedy comedy comedy crime crime crime drama drama drama
7366,Jersey Girl,Comedy|Drama|Romance,2004.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
7367,"Ladykillers, The",Comedy|Crime,2004.0,"['Comedy', 'Crime']",comedy comedy comedy crime crime crime
7368,Never Die Alone,Crime|Drama|Thriller,2004.0,"['Crime', 'Drama', 'Thriller']",crime crime crime drama drama drama thriller thriller thriller
7369,Scooby-Doo 2: Monsters Unleashed,Action|Adventure|Children|Comedy|Mystery,2004.0,"['Action', 'Adventure', 'Children', 'Comedy', 'Mystery']",action action action adventure adventure adventure children children children comedy comedy comedy mystery mystery mystery
7371,Dogville,Drama|Mystery|Thriller,2003.0,"['Drama', 'Mystery', 'Thriller']",drama drama drama mystery mystery mystery thriller thriller thriller
7372,Ned Kelly,Drama,2003.0,['Drama'],drama drama drama
7373,Hellboy,Action|Adventure|Fantasy|Horror,2004.0,"['Action', 'Adventure', 'Fantasy', 'Horror']",action action action adventure adventure adventure fantasy fantasy fantasy horror horror horror
7375,"Prince & Me, The",Comedy|Romance,2004.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
7376,Walking Tall,Action,2004.0,['Action'],action action action
7377,"United States of Leland, The",Crime|Drama,2003.0,"['Crime', 'Drama']",crime crime crime drama drama drama
7379,The Alamo,Drama|War|Western,2004.0,"['Drama', 'War', 'Western']",drama drama drama war war war western western western
7380,Ella Enchanted,Comedy|Fantasy|Romance,2004.0,"['Comedy', 'Fantasy', 'Romance']",comedy comedy comedy fantasy fantasy fantasy romance romance romance
7381,"Whole Ten Yards, The",Action|Comedy|Crime,2004.0,"['Action', 'Comedy', 'Crime']",action action action comedy comedy comedy crime crime crime
7382,I'm Not Scared (Io non ho paura),Drama|Mystery|Thriller,2003.0,"['Drama', 'Mystery', 'Thriller']",drama drama drama mystery mystery mystery thriller thriller thriller
7386,"Ten Commandments, The",Adventure|Drama,1956.0,"['Adventure', 'Drama']",adventure adventure adventure drama drama drama
7387,Dawn of the Dead,Action|Drama|Horror,1978.0,"['Action', 'Drama', 'Horror']",action action action drama drama drama horror horror horror
7390,Prey for Rock & Roll,Drama|Musical,2003.0,"['Drama', 'Musical']",drama drama drama musical musical musical
7394,Those Magnificent Men in Their Flying Machines,Action|Adventure|Comedy,1965.0,"['Action', 'Adventure', 'Comedy']",action action action adventure adventure adventure comedy comedy comedy
7395,Cheaper by the Dozen,Comedy|Drama,1950.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
7396,Scenes From a Marriage (Scener ur ett äktenskap),Drama,1973.0,['Drama'],drama drama drama
7411,Munchies,Comedy|Horror,1987.0,"['Comedy', 'Horror']",comedy comedy comedy horror horror horror
7414,Going in Style,Comedy|Drama,1979.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
7419,After Hours,Comedy|Thriller,1985.0,"['Comedy', 'Thriller']",comedy comedy comedy thriller thriller thriller
7438,Kill Bill: Vol. 2,Action|Drama|Thriller,2004.0,"['Action', 'Drama', 'Thriller']",action action action drama drama drama thriller thriller thriller
7439,"Punisher, The",Action|Crime|Thriller,2004.0,"['Action', 'Crime', 'Thriller']",action action action crime crime crime thriller thriller thriller
7440,Paper Clips,Documentary,2004.0,['Documentary'],documentary documentary documentary
7443,This So-Called Disaster,Documentary,2003.0,['Documentary'],documentary documentary documentary
7444,13 Going on 30,Comedy|Fantasy|Romance,2004.0,"['Comedy', 'Fantasy', 'Romance']",comedy comedy comedy fantasy fantasy fantasy romance romance romance
7445,Man on Fire,Action|Crime|Drama|Mystery|Thriller,2004.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",action action action crime crime crime drama drama drama mystery mystery mystery thriller thriller thriller
7448,Envy,Comedy,2004.0,['Comedy'],comedy comedy comedy
7449,Godsend,Drama|Horror|Thriller,2004.0,"['Drama', 'Horror', 'Thriller']",drama drama drama horror horror horror thriller thriller thriller
7450,Laws of Attraction,Comedy|Romance,2004.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
7451,Mean Girls,Comedy,2004.0,['Comedy'],comedy comedy comedy
7454,Van Helsing,Action|Adventure|Fantasy|Horror,2004.0,"['Action', 'Adventure', 'Fantasy', 'Horror']",action action action adventure adventure adventure fantasy fantasy fantasy horror horror horror
7455,"Mudge Boy, The",Drama,2003.0,['Drama'],drama drama drama
7457,Breakin' All the Rules,Comedy|Romance,2004.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
7458,Troy,Action|Adventure|Drama|War,2004.0,"['Action', 'Adventure', 'Drama', 'War']",action action action adventure adventure adventure drama drama drama war war war
7459,Carandiru,Crime|Drama,2003.0,"['Crime', 'Drama']",crime crime crime drama drama drama
7460,Coffee and Cigarettes,Comedy|Drama,2003.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
7477,Eye See You (D-Tox),Horror|Thriller,2002.0,"['Horror', 'Thriller']",horror horror horror thriller thriller thriller
7479,Watch on the Rhine,Drama,1943.0,['Drama'],drama drama drama
7481,Enemy Mine,Adventure|Drama|Sci-Fi,1985.0,"['Adventure', 'Drama', 'Sci-Fi']",adventure adventure adventure drama drama drama sci-fi sci-fi sci-fi
7482,Enter the Dragon,Action|Crime,1973.0,"['Action', 'Crime']",action action action crime crime crime
7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit),Drama|Romance,1997.0,"['Drama', 'Romance']",drama drama drama romance romance romance
7487,Henry & June,Drama,1990.0,['Drama'],drama drama drama
7492,Martin,Drama|Horror,1977.0,"['Drama', 'Horror']",drama drama drama horror horror horror
7493,"Three Faces of Eve, The",Drama,1957.0,['Drama'],drama drama drama
7541,100 Girls,Comedy|Romance,2000.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
7560,Fail-Safe,Drama|Thriller|War,1964.0,"['Drama', 'Thriller', 'War']",drama drama drama thriller thriller thriller war war war
7561,Paperhouse,Fantasy|Horror|Thriller,1988.0,"['Fantasy', 'Horror', 'Thriller']",fantasy fantasy fantasy horror horror horror thriller thriller thriller
7562,Dobermann,Action|Crime,1997.0,"['Action', 'Crime']",action action action crime crime crime
7564,Kwaidan (Kaidan),Horror,1964.0,['Horror'],horror horror horror
7566,28 Up,Documentary,1985.0,['Documentary'],documentary documentary documentary
7569,You Only Live Twice,Action|Adventure|Sci-Fi|Thriller,1967.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",action action action adventure adventure adventure sci-fi sci-fi sci-fi thriller thriller thriller
7570,Octopussy,Action|Adventure|Thriller,1983.0,"['Action', 'Adventure', 'Thriller']",action action action adventure adventure adventure thriller thriller thriller
7572,Wit,Drama,2001.0,['Drama'],drama drama drama
7573,Never Say Never Again,Action|Adventure|Thriller,1983.0,"['Action', 'Adventure', 'Thriller']",action action action adventure adventure adventure thriller thriller thriller
7579,Pride and Prejudice,Comedy|Drama|Romance,1940.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
7581,"Fountainhead, The",Drama,1949.0,['Drama'],drama drama drama
7584,Woman of the Year,Comedy|Romance,1942.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
7587,"Samouraï, Le (Godson, The)",Crime|Drama|Thriller,1967.0,"['Crime', 'Drama', 'Thriller']",crime crime crime drama drama drama thriller thriller thriller
7614,Oklahoma!,Musical|Romance|Western,1955.0,"['Musical', 'Romance', 'Western']",musical musical musical romance romance romance western western western
7615,Desert Hearts,Drama,1985.0,['Drama'],drama drama drama
7616,Body Double,Mystery|Thriller,1984.0,"['Mystery', 'Thriller']",mystery mystery mystery thriller thriller thriller
7618,Chaplin,Drama,1992.0,['Drama'],drama drama drama
7619,"Miracle Worker, The",Drama,1962.0,['Drama'],drama drama drama
7620,Monster in a Box,Comedy|Drama,1992.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
7624,School Ties,Drama,1992.0,['Drama'],drama drama drama
7636,Raising Cain,Horror|Thriller,1992.0,"['Horror', 'Thriller']",horror horror horror thriller thriller thriller
7646,Rose Red,Horror|Mystery|Thriller,2002.0,"['Horror', 'Mystery', 'Thriller']",horror horror horror mystery mystery mystery thriller thriller thriller
7647,Noises Off...,Comedy,1992.0,['Comedy'],comedy comedy comedy
7649,Babylon 5: In the Beginning,Adventure|Sci-Fi,1998.0,"['Adventure', 'Sci-Fi']",adventure adventure adventure sci-fi sci-fi sci-fi
7650,"Witchfinder General (Conquerer Worm, The)",Horror,1968.0,['Horror'],horror horror horror
7657,Versus,Action|Comedy|Fantasy|Horror,2000.0,"['Action', 'Comedy', 'Fantasy', 'Horror']",action action action comedy comedy comedy fantasy fantasy fantasy horror horror horror
7669,Pride and Prejudice,Drama|Romance,1995.0,"['Drama', 'Romance']",drama drama drama romance romance romance
7698,"China Syndrome, The",Drama|Thriller,1979.0,"['Drama', 'Thriller']",drama drama drama thriller thriller thriller
7700,"Wages of Fear, The (Salaire de la peur, Le)",Action|Adventure|Drama|Thriller,1953.0,"['Action', 'Adventure', 'Drama', 'Thriller']",action action action adventure adventure adventure drama drama drama thriller thriller thriller
7701,Look Who's Talking Too,Comedy|Romance,1990.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
7702,"Bells of St. Mary's, The",Drama,1945.0,['Drama'],drama drama drama
7704,"Delta Force, The",Action,1986.0,['Action'],action action action
7705,Pat and Mike,Comedy|Romance,1952.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
7706,Animal Crackers,Comedy|Musical,1930.0,"['Comedy', 'Musical']",comedy comedy comedy musical musical musical
7707,"He Said, She Said",Comedy|Drama|Romance,1991.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
7708,Bedazzled,Comedy|Fantasy,1967.0,"['Comedy', 'Fantasy']",comedy comedy comedy fantasy fantasy fantasy
7713,Cat People,Drama|Horror|Romance|Thriller,1942.0,"['Drama', 'Horror', 'Romance', 'Thriller']",drama drama drama horror horror horror romance romance romance thriller thriller thriller
7714,Camelot,Drama|Musical|Romance,1967.0,"['Drama', 'Musical', 'Romance']",drama drama drama musical musical musical romance romance romance
7716,"Lonely Guy, The",Comedy,1984.0,['Comedy'],comedy comedy comedy
7720,"Four Musketeers, The",Action|Adventure|Comedy|Romance,1974.0,"['Action', 'Adventure', 'Comedy', 'Romance']",action action action adventure adventure adventure comedy comedy comedy romance romance romance
7727,Protocol,Comedy,1984.0,['Comedy'],comedy comedy comedy
7728,"Postman Always Rings Twice, The",Crime|Drama|Film-Noir|Thriller,1946.0,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",crime crime crime drama drama drama film-noir film-noir film-noir thriller thriller thriller
7730,Matinee,Comedy|Drama,1993.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
7742,Baxter,Drama|Horror,1989.0,"['Drama', 'Horror']",drama drama drama horror horror horror
7743,Explorers,Adventure|Children|Sci-Fi,1985.0,"['Adventure', 'Children', 'Sci-Fi']",adventure adventure adventure children children children sci-fi sci-fi sci-fi
7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte)",Drama,1993.0,['Drama'],drama drama drama
7748,Pierrot le fou,Crime|Drama,1965.0,"['Crime', 'Drama']",crime crime crime drama drama drama
7749,Weekend (a.k.a. Le Week-end) (Week End),Drama,1967.0,['Drama'],drama drama drama
7753,Tuesdays with Morrie,Drama,1999.0,['Drama'],drama drama drama
7756,Alexander Nevsky (Aleksandr Nevskiy),Action|Drama|War,1938.0,"['Action', 'Drama', 'War']",action action action drama drama drama war war war
7757,Jason and the Argonauts,Action|Adventure|Fantasy,1963.0,"['Action', 'Adventure', 'Fantasy']",action action action adventure adventure adventure fantasy fantasy fantasy
7762,"Tinker, Tailor, Soldier, Spy",Drama|Thriller,1979.0,"['Drama', 'Thriller']",drama drama drama thriller thriller thriller
7766,Throne of Blood (Kumonosu jô),Action|Drama|Thriller|War,1957.0,"['Action', 'Drama', 'Thriller', 'War']",action action action drama drama drama thriller thriller thriller war war war
7767,"Best of Youth, The (La meglio gioventù)",Drama,2003.0,['Drama'],drama drama drama
7772,Undercurrent,Film-Noir|Thriller,1946.0,"['Film-Noir', 'Thriller']",film-noir film-noir film-noir thriller thriller thriller
7773,"Bang, Bang, You're Dead",Drama,2002.0,['Drama'],drama drama drama
7781,Twister,Comedy,1990.0,['Comedy'],comedy comedy comedy
7782,Sniper,Action|Drama,1993.0,"['Action', 'Drama']",action action action drama drama drama
7786,Genghis Blues,Documentary,1999.0,['Documentary'],documentary documentary documentary
7789,"11'09""01 - September 11",Drama,2002.0,['Drama'],drama drama drama
7792,"Parallax View, The",Thriller,1974.0,['Thriller'],thriller thriller thriller
7802,"Warriors, The",Action|Adventure|Crime|Thriller,1979.0,"['Action', 'Adventure', 'Crime', 'Thriller']",action action action adventure adventure adventure crime crime crime thriller thriller thriller
7810,Babylon 5: A Call to Arms,Adventure|Sci-Fi,1999.0,"['Adventure', 'Sci-Fi']",adventure adventure adventure sci-fi sci-fi sci-fi
7811,Babylon 5: The River of Souls,Drama|Sci-Fi,1998.0,"['Drama', 'Sci-Fi']",drama drama drama sci-fi sci-fi sci-fi
7812,Babylon 5: Thirdspace,Drama|Sci-Fi,1998.0,"['Drama', 'Sci-Fi']",drama drama drama sci-fi sci-fi sci-fi
7815,True Stories,Comedy|Musical,1986.0,"['Comedy', 'Musical']",comedy comedy comedy musical musical musical
7820,"Virgin Spring, The (Jungfrukällan)",Crime|Drama,1960.0,"['Crime', 'Drama']",crime crime crime drama drama drama
7822,Mogambo,Adventure|Drama|Romance,1953.0,"['Adventure', 'Drama', 'Romance']",adventure adventure adventure drama drama drama romance romance romance
7826,"Secret Life of Walter Mitty, The",Comedy|Romance|Thriller,1947.0,"['Comedy', 'Romance', 'Thriller']",comedy comedy comedy romance romance romance thriller thriller thriller
7831,Another Thin Man,Comedy|Crime|Drama|Mystery|Romance,1939.0,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",comedy comedy comedy crime crime crime drama drama drama mystery mystery mystery romance romance romance
7832,"Thin Man Goes Home, The",Comedy|Crime|Mystery,1945.0,"['Comedy', 'Crime', 'Mystery']",comedy comedy comedy crime crime crime mystery mystery mystery
7833,Shadow of the Thin Man,Comedy|Crime|Mystery,1941.0,"['Comedy', 'Crime', 'Mystery']",comedy comedy comedy crime crime crime mystery mystery mystery
7834,After the Thin Man,Comedy|Crime|Mystery|Romance,1936.0,"['Comedy', 'Crime', 'Mystery', 'Romance']",comedy comedy comedy crime crime crime mystery mystery mystery romance romance romance
7835,Song of the Thin Man,Comedy|Crime|Drama|Musical|Mystery|Romance,1947.0,"['Comedy', 'Crime', 'Drama', 'Musical', 'Mystery', 'Romance']",comedy comedy comedy crime crime crime drama drama drama musical musical musical mystery mystery mystery romance romance romance
7839,Love Crazy,Comedy,1941.0,['Comedy'],comedy comedy comedy
7840,Gunga Din,Adventure|Comedy|War,1939.0,"['Adventure', 'Comedy', 'War']",adventure adventure adventure comedy comedy comedy war war war
7841,Children of Dune,Fantasy|Sci-Fi,2003.0,"['Fantasy', 'Sci-Fi']",fantasy fantasy fantasy sci-fi sci-fi sci-fi
7842,Dune,Drama|Fantasy|Sci-Fi,2000.0,"['Drama', 'Fantasy', 'Sci-Fi']",drama drama drama fantasy fantasy fantasy sci-fi sci-fi sci-fi
7843,Lammbock,Comedy,2001.0,['Comedy'],comedy comedy comedy
7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk)",Action|Comedy,1993.0,"['Action', 'Comedy']",action action action comedy comedy comedy
7845,Tremors II: Aftershocks,Comedy|Horror|Sci-Fi,1996.0,"['Comedy', 'Horror', 'Sci-Fi']",comedy comedy comedy horror horror horror sci-fi sci-fi sci-fi
7846,Tremors 3: Back to Perfection,Comedy|Horror|Sci-Fi,2001.0,"['Comedy', 'Horror', 'Sci-Fi']",comedy comedy comedy horror horror horror sci-fi sci-fi sci-fi
7879,Notorious C.H.O.,Comedy,2002.0,['Comedy'],comedy comedy comedy
7882,The Plague of the Zombies,Horror,1966.0,['Horror'],horror horror horror
7883,I Walked with a Zombie,Drama|Horror,1943.0,"['Drama', 'Horror']",drama drama drama horror horror horror
7884,Highway 61,Comedy,1991.0,['Comedy'],comedy comedy comedy
7888,How to Succeed in Business Without Really Trying,Comedy|Musical,1967.0,"['Comedy', 'Musical']",comedy comedy comedy musical musical musical
7889,Pat Garrett and Billy the Kid,Western,1973.0,['Western'],western western western
7891,"Last Man on Earth, The (Ultimo uomo della Terra, L')",Drama|Horror|Sci-Fi,1964.0,"['Drama', 'Horror', 'Sci-Fi']",drama drama drama horror horror horror sci-fi sci-fi sci-fi
7894,"Duck, You Sucker",Action|Western,1971.0,"['Action', 'Western']",action action action western western western
7895,Bring Me the Head of Alfredo Garcia,Crime|Drama|Thriller,1974.0,"['Crime', 'Drama', 'Thriller']",crime crime crime drama drama drama thriller thriller thriller
7896,Ride the High Country,Adventure|Drama|Western,1962.0,"['Adventure', 'Drama', 'Western']",adventure adventure adventure drama drama drama western western western
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi),Action,1975.0,['Action'],action action action
7900,Frankenstein Must Be Destroyed,Drama|Horror|Sci-Fi,1969.0,"['Drama', 'Horror', 'Sci-Fi']",drama drama drama horror horror horror sci-fi sci-fi sci-fi
7916,Gidget,Comedy,1959.0,['Comedy'],comedy comedy comedy
7920,Desperate Living,Comedy|Crime,1977.0,"['Comedy', 'Crime']",comedy comedy comedy crime crime crime
7924,Stray Dog (Nora inu),Drama|Film-Noir|Thriller,1949.0,"['Drama', 'Film-Noir', 'Thriller']",drama drama drama film-noir film-noir film-noir thriller thriller thriller
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin)",Action|Adventure,1958.0,"['Action', 'Adventure']",action action action adventure adventure adventure
7926,High and Low (Tengoku to jigoku),Crime|Drama|Film-Noir|Thriller,1963.0,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",crime crime crime drama drama drama film-noir film-noir film-noir thriller thriller thriller
7930,"People Under the Stairs, The",Horror|Mystery|Thriller,1991.0,"['Horror', 'Mystery', 'Thriller']",horror horror horror mystery mystery mystery thriller thriller thriller
7932,Dark Days,Documentary,2000.0,['Documentary'],documentary documentary documentary
7934,Zelig,Comedy,1983.0,['Comedy'],comedy comedy comedy
7936,Shame (Skammen),Drama|War,1968.0,"['Drama', 'War']",drama drama drama war war war
7937,"Silence, The (Tystnaden)",Drama,1963.0,['Drama'],drama drama drama
7938,Winter Light (Nattvardsgästerna),Drama,1963.0,['Drama'],drama drama drama
7939,Through a Glass Darkly (Såsom i en spegel),Drama,1961.0,['Drama'],drama drama drama
7940,The Magician,Drama,1958.0,['Drama'],drama drama drama
7943,"Killers, The",Crime|Film-Noir,1946.0,"['Crime', 'Film-Noir']",crime crime crime film-noir film-noir film-noir
7944,"Night of the Iguana, The",Drama|Thriller,1964.0,"['Drama', 'Thriller']",drama drama drama thriller thriller thriller
7951,Nightbreed,Fantasy|Horror,1990.0,"['Fantasy', 'Horror']",fantasy fantasy fantasy horror horror horror
7976,Ken Park,Drama,2002.0,['Drama'],drama drama drama
7979,Monterey Pop,Documentary|Musical,1968.0,"['Documentary', 'Musical']",documentary documentary documentary musical musical musical
7980,"Bridge Too Far, A",Action|Drama|War,1977.0,"['Action', 'Drama', 'War']",action action action drama drama drama war war war
7981,Infernal Affairs (Mou gaan dou),Crime|Drama|Thriller,2002.0,"['Crime', 'Drama', 'Thriller']",crime crime crime drama drama drama thriller thriller thriller
7982,"Tale of Two Sisters, A (Janghwa, Hongryeon)",Drama|Horror|Mystery|Thriller,2003.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",drama drama drama horror horror horror mystery mystery mystery thriller thriller thriller
7983,Broadway Danny Rose,Comedy,1984.0,['Comedy'],comedy comedy comedy
7984,From Beyond,Horror|Sci-Fi,1986.0,"['Horror', 'Sci-Fi']",horror horror horror sci-fi sci-fi sci-fi
7986,Robot Jox,Sci-Fi,1990.0,['Sci-Fi'],sci-fi sci-fi sci-fi
7987,Dolls,Horror,1987.0,['Horror'],horror horror horror
7988,Space Truckers,Comedy|Sci-Fi,1996.0,"['Comedy', 'Sci-Fi']",comedy comedy comedy sci-fi sci-fi sci-fi
7991,Death Race 2000,Action|Sci-Fi,1975.0,"['Action', 'Sci-Fi']",action action action sci-fi sci-fi sci-fi
7993,"Bucket Of Blood, A",Comedy|Horror,1959.0,"['Comedy', 'Horror']",comedy comedy comedy horror horror horror
8008,Brigadoon,Fantasy|Musical|Romance,1954.0,"['Fantasy', 'Musical', 'Romance']",fantasy fantasy fantasy musical musical musical romance romance romance
8010,"Power of One, The",Drama,1992.0,['Drama'],drama drama drama
8011,"Weather Underground, The",Documentary,2002.0,['Documentary'],documentary documentary documentary
8012,Kikujiro (Kikujirô no natsu),Comedy|Drama,1999.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)",Drama,2003.0,['Drama'],drama drama drama
8015,"Phantom Tollbooth, The",Adventure|Animation|Children|Fantasy,1970.0,"['Adventure', 'Animation', 'Children', 'Fantasy']",adventure adventure adventure animation animation animation children children children fantasy fantasy fantasy
8016,"Getaway, The",Action|Crime|Drama|Thriller,1972.0,"['Action', 'Crime', 'Drama', 'Thriller']",action action action crime crime crime drama drama drama thriller thriller thriller
8019,Dark Water (Honogurai mizu no soko kara),Drama|Horror|Mystery|Thriller,2002.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",drama drama drama horror horror horror mystery mystery mystery thriller thriller thriller
8024,"Thing Called Love, The",Comedy|Drama|Romance,1993.0,"['Comedy', 'Drama', 'Romance']",comedy comedy comedy drama drama drama romance romance romance
8025,The Thief,Drama,1997.0,['Drama'],drama drama drama
8033,How to Steal a Million,Comedy|Crime|Romance,1966.0,"['Comedy', 'Crime', 'Romance']",comedy comedy comedy crime crime crime romance romance romance
8035,"Stendhal Syndrome, The (Sindrome di Stendhal, La)",Crime|Horror|Thriller,1996.0,"['Crime', 'Horror', 'Thriller']",crime crime crime horror horror horror thriller thriller thriller
8042,Mean Streets,Crime|Drama,1973.0,"['Crime', 'Drama']",crime crime crime drama drama drama
8043,Jack the Bear,Comedy|Drama,1993.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
8044,I Am a Fugitive from a Chain Gang,Crime|Drama|Film-Noir,1932.0,"['Crime', 'Drama', 'Film-Noir']",crime crime crime drama drama drama film-noir film-noir film-noir
8045,Hamburger Hill,Action|Drama|War,1987.0,"['Action', 'Drama', 'War']",action action action drama drama drama war war war
8057,Sweet Bird of Youth,Drama,1962.0,['Drama'],drama drama drama
8092,Frankenstein Unbound,Drama|Horror|Sci-Fi,1990.0,"['Drama', 'Horror', 'Sci-Fi']",drama drama drama horror horror horror sci-fi sci-fi sci-fi
8093,Shiri (Swiri),Action|Drama|Romance|Thriller,1999.0,"['Action', 'Drama', 'Romance', 'Thriller']",action action action drama drama drama romance romance romance thriller thriller thriller
8094,Bad Day at Black Rock,Drama|Thriller|Western,1955.0,"['Drama', 'Thriller', 'Western']",drama drama drama thriller thriller thriller western western western
8117,In China They Eat Dogs (I Kina spiser de hunde),Action|Comedy,1999.0,"['Action', 'Comedy']",action action action comedy comedy comedy
8118,Delta Force 2 (Delta Force 2: The Colombian Connection),Action|Adventure|Thriller|War,1990.0,"['Action', 'Adventure', 'Thriller', 'War']",action action action adventure adventure adventure thriller thriller thriller war war war
8119,Crossroads,Drama,1986.0,['Drama'],drama drama drama
8121,"Seducing Doctor Lewis (Grande séduction, La)",Comedy,2003.0,['Comedy'],comedy comedy comedy
8125,Sunrise: A Song of Two Humans,Drama|Romance,1927.0,"['Drama', 'Romance']",drama drama drama romance romance romance
8126,Shock Corridor,Drama,1963.0,['Drama'],drama drama drama
8128,Au revoir les enfants,Drama,1987.0,['Drama'],drama drama drama
8131,Pursuit of Happiness,Comedy|Romance,2001.0,"['Comedy', 'Romance']",comedy comedy comedy romance romance romance
8132,Gladiator,Action|Drama,1992.0,"['Action', 'Drama']",action action action drama drama drama
8136,Indestructible Man,Crime|Horror|Sci-Fi,1956.0,"['Crime', 'Horror', 'Sci-Fi']",crime crime crime horror horror horror sci-fi sci-fi sci-fi
8137,"Wasp Woman, The",Horror|Sci-Fi,1959.0,"['Horror', 'Sci-Fi']",horror horror horror sci-fi sci-fi sci-fi
8138,Attack of the Giant Leeches,Horror|Sci-Fi,1959.0,"['Horror', 'Sci-Fi']",horror horror horror sci-fi sci-fi sci-fi
8142,Dead or Alive: Hanzaisha,Action|Crime,1999.0,"['Action', 'Crime']",action action action crime crime crime
8143,Lola Montès,Drama,1955.0,['Drama'],drama drama drama
8147,Charly,Drama|Sci-Fi,1968.0,"['Drama', 'Sci-Fi']",drama drama drama sci-fi sci-fi sci-fi
8153,Lust for Life,Drama,1956.0,['Drama'],drama drama drama
8154,"Dolce Vita, La",Drama,1960.0,['Drama'],drama drama drama
8157,Jin Roh: The Wolf Brigade (Jin-Rô),Animation|Fantasy|Thriller,1998.0,"['Animation', 'Fantasy', 'Thriller']",animation animation animation fantasy fantasy fantasy thriller thriller thriller
8158,Rush,Crime|Drama,1991.0,"['Crime', 'Drama']",crime crime crime drama drama drama
8167,Captain Blood,Action|Adventure|Romance,1935.0,"['Action', 'Adventure', 'Romance']",action action action adventure adventure adventure romance romance romance
8169,*batteries not included,Children|Comedy|Fantasy|Sci-Fi,1987.0,"['Children', 'Comedy', 'Fantasy', 'Sci-Fi']",children children children comedy comedy comedy fantasy fantasy fantasy sci-fi sci-fi sci-fi
8183,Educating Rita,Comedy|Drama,1983.0,"['Comedy', 'Drama']",comedy comedy comedy drama drama drama
8188,Sansho the Bailiff (Sanshô dayû),Drama,1954.0,['Drama'],drama drama drama
8189,Zazie dans le métro,Comedy,1960.0,['Comedy'],comedy comedy comedy
8190,"Americanization of Emily, The",Comedy|Drama|War,1964.0,"['Comedy', 'Drama', 'War']",comedy comedy comedy drama drama drama war war war
8191,Anne of the Thousand Days,Drama,1969.0,['Drama'],drama drama drama
